Manufacturer,Model,Engine size,Fuel type,Year of manufacture,Mileage,Price,Car Age
BMW,M5,5.0,Petrol,1999,140160,14669,23
Ford,Fiesta,1.2,Petrol,2002,66134,5241,20
VW,Polo,1.0,Petrol,1995,151406,1631,27
Toyota,Prius,1.4,Hybrid,2017,37366,33289,5
Ford,Focus,1.8,Petrol,1988,310702,460,34
Ford,Focus,1.0,Hybrid,2007,65841,11642,15
Toyota,RAV4,1.8,Hybrid,2010,92238,19414,12
VW,Golf,1.4,Petrol,2018,27721,25376,4
Ford,Mondeo,1.6,Diesel,1999,155622,3825,23
Ford,Focus,1.4,Petrol,2011,97438,12040,11
Ford,Focus,1.4,Petrol,1988,178202,1366,34
BMW,M5,4.0,Petrol,1991,300916,1831,31
VW,Passat,1.8,Diesel,1998,179125,3290,24
Toyota,Prius,1.8,Hybrid,1998,163906,4242,24
VW,Passat,1.4,Petrol,1992,123996,2909,30
Ford,Fiesta,1.4,Petrol,1987,238608,515,35
Toyota,Prius,1.8,Hybrid,2014,66955,25669,8
VW,Polo,1.2,Petrol,1993,134276,1795,29
Ford,Fiesta,1.4,Petrol,1994,148135,1807,28
Ford,Focus,1.6,Petrol,2002,119590,5986,20
VW,Passat,1.6,Diesel,1984,280596,486,38
Ford,Mondeo,1.8,Diesel,2019,38800,35716,3
Ford,Mondeo,1.8,Diesel,2013,51866,22103,9
Ford,Focus,1.4,Petrol,2001,116451,5365,21
Porsche,718 Cayman,2.0,Petrol,2007,128544,11630,15
Porsche,718 Cayman,2.4,Petrol,2021,15912,68842,1
Toyota,Prius,1.0,Hybrid,1997,164818,2935,25
VW,Polo,1.2,Petrol,2012,88959,8962,10
Toyota,Yaris,1.0,Petrol,2007,98054,6196,15
BMW,X3,2.4,Diesel,2021,8489,65282,1
Toyota,Yaris,1.0,Petrol,1991,141873,1523,31
VW,Polo,1.4,Petrol,2001,174196,2380,21
BMW,Z4,2.4,Petrol,1997,157843,4270,25
Toyota,RAV4,2.4,Hybrid,1993,140838,4985,29
Toyota,Yaris,1.2,Hybrid,2000,196776,2296,22
Ford,Mondeo,2.0,Diesel,2012,49152,22168,10
Ford,Mondeo,2.0,Diesel,1998,149565,4205,24
Porsche,718 Cayman,2.4,Petrol,2017,33766,47696,5
Ford,Fiesta,1.0,Petrol,2019,22515,19381,3
Toyota,Prius,1.4,Hybrid,2019,15121,43133,3
Ford,Focus,1.8,Petrol,1993,183670,2062,29
Ford,Fiesta,1.4,Petrol,2016,47535,16213,6
VW,Golf,1.4,Hybrid,2012,34004,19685,10
Toyota,Yaris,1.0,Hybrid,2012,39021,15355,10
Ford,Mondeo,1.4,Diesel,2004,161402,4759,18
Toyota,RAV4,2.2,Hybrid,2004,182006,7051,18
VW,Passat,1.8,Diesel,1990,138053,2713,32
VW,Passat,1.6,Diesel,1996,112630,4650,26
Ford,Mondeo,1.4,Diesel,2011,78300,14340,11
Ford,Focus,1.6,Diesel,2021,9862,45668,1
Toyota,Prius,1.0,Hybrid,2015,33055,25254,7
BMW,X3,2.4,Diesel,1998,116423,7000,24
Toyota,Prius,1.4,Hybrid,1991,211116,1558,31
BMW,X3,2.4,Diesel,1994,91819,6430,28
Ford,Fiesta,1.4,Petrol,1994,246904,761,28
Ford,Fiesta,1.2,Diesel,1989,169559,1053,33
VW,Passat,1.4,Diesel,1993,152601,2597,29
Toyota,RAV4,1.8,Hybrid,2012,85034,23344,10
Ford,Mondeo,2.0,Diesel,1995,183031,2598,27
VW,Passat,1.6,Petrol,2002,87830,7921,20
Toyota,RAV4,2.4,Hybrid,2010,55138,28807,12
Toyota,Prius,1.0,Hybrid,1999,116573,4939,23
VW,Polo,1.0,Petrol,1986,236857,424,36
Ford,Fiesta,1.0,Petrol,2019,28779,18709,3
Toyota,Yaris,1.4,Hybrid,2006,79954,9356,16
Toyota,Yaris,1.0,Hybrid,2003,30728,8847,19
Ford,Focus,2.0,Petrol,2008,84323,12936,14
VW,Passat,1.6,Diesel,1996,103029,4996,26
Toyota,Prius,1.8,Hybrid,1998,132889,5461,24
Ford,Mondeo,1.6,Diesel,2014,39517,24025,8
Ford,Focus,1.0,Diesel,1993,185593,1587,29
VW,Golf,1.2,Diesel,2000,122814,3903,22
VW,Polo,1.4,Petrol,2016,56998,15680,6
Ford,Focus,1.8,Diesel,2012,79329,17417,10
Toyota,Yaris,1.4,Petrol,1996,232052,1154,26
Ford,Mondeo,1.6,Diesel,1992,155612,2398,30
VW,Golf,1.6,Petrol,2018,37981,25557,4
BMW,M5,4.4,Petrol,2003,107054,23217,19
Toyota,Yaris,1.0,Hybrid,2014,30362,18458,8
VW,Passat,1.6,Petrol,1995,199593,2024,27
Ford,Focus,1.0,Petrol,1998,177473,2262,24
Ford,Mondeo,2.0,Diesel,2013,50898,23440,9
Ford,Mondeo,1.4,Diesel,2015,82566,18178,7
Porsche,Cayenne,3.0,Diesel,2019,16510,83473,3
Toyota,Prius,1.4,Hybrid,1996,226617,1892,26
Toyota,Yaris,1.2,Hybrid,2002,38966,8639,20
VW,Polo,1.4,Petrol,2002,123977,3831,20
VW,Passat,1.6,Diesel,2002,137821,5704,20
Toyota,Prius,1.8,Hybrid,1995,150552,3879,27
Toyota,Yaris,1.0,Petrol,1990,238421,617,32
Ford,Fiesta,1.2,Petrol,1994,147679,1679,28
VW,Golf,1.4,Diesel,2015,25492,22091,7
Ford,Fiesta,1.4,Petrol,2002,48578,6334,20
Ford,Fiesta,1.2,Petrol,1985,258420,347,37
BMW,X3,2.4,Diesel,2010,76541,20791,12
Ford,Focus,1.6,Diesel,2010,83875,13925,12
Toyota,Prius,1.8,Hybrid,2021,15547,55756,1
Ford,Mondeo,1.6,Diesel,1993,130496,3140,29
Toyota,RAV4,1.8,Hybrid,2006,106376,13412,16
VW,Golf,1.2,Petrol,2013,61561,13696,9
BMW,X3,3.0,Diesel,2010,108913,18435,12
Toyota,Prius,1.4,Hybrid,2007,145453,7936,15
Toyota,Prius,1.0,Hybrid,2013,82131,16148,9
Ford,Fiesta,1.0,Petrol,2014,48950,11887,8
Ford,Fiesta,1.4,Petrol,2009,111095,6569,13
VW,Polo,1.0,Petrol,1995,167812,1423,27
Ford,Focus,1.8,Petrol,1998,190534,2712,24
Ford,Focus,1.6,Diesel,1992,292455,708,30
BMW,M5,4.0,Petrol,1994,77068,15053,28
BMW,M5,5.0,Petrol,1988,112181,8761,34
VW,Passat,2.0,Diesel,2020,7853,50531,2
Toyota,Prius,1.4,Hybrid,2016,55324,27892,6
Toyota,Yaris,1.4,Petrol,2008,76037,9151,14
Ford,Fiesta,1.2,Petrol,2014,56570,12412,8
VW,Golf,1.6,Diesel,2010,64830,13308,12
Ford,Mondeo,2.0,Hybrid,2003,87710,10762,19
Toyota,Prius,1.0,Hybrid,1993,295041,692,29
Toyota,RAV4,2.4,Hybrid,2005,161732,9349,17
BMW,X3,3.0,Diesel,1999,91920,10027,23
VW,Golf,2.0,Petrol,1999,177511,2872,23
Toyota,RAV4,2.0,Hybrid,2007,76429,18713,15
BMW,X3,2.4,Diesel,1989,231036,1457,33
Ford,Fiesta,1.4,Petrol,2009,128475,5748,13
Ford,Focus,1.6,Diesel,2009,69266,14393,13
VW,Golf,1.6,Petrol,1990,189500,1271,32
VW,Golf,1.8,Petrol,1995,190204,1870,27
VW,Passat,1.6,Diesel,2018,24610,36129,4
VW,Golf,1.4,Hybrid,2019,28792,32352,3
Ford,Fiesta,1.0,Petrol,1994,123637,1855,28
Toyota,RAV4,2.4,Hybrid,2007,140134,12749,15
Ford,Mondeo,1.6,Petrol,2003,95360,7595,19
Toyota,Yaris,1.2,Hybrid,1999,139513,3478,23
Ford,Focus,1.0,Petrol,1994,168570,1869,28
Porsche,911,3.0,Petrol,2006,126763,23834,16
VW,Passat,2.0,Petrol,1992,200629,1836,30
BMW,M5,4.0,Petrol,2016,60814,72710,6
Ford,Fiesta,1.4,Petrol,2009,117638,6251,13
Toyota,RAV4,2.0,Hybrid,2016,23581,47363,6
VW,Polo,1.0,Petrol,2004,154272,2903,18
Toyota,Prius,1.8,Hybrid,1996,132102,4809,26
VW,Polo,1.2,Petrol,2014,42906,13869,8
BMW,M5,5.0,Petrol,2017,31540,103985,5
Ford,Fiesta,1.4,Petrol,2007,93149,6559,15
VW,Golf,1.8,Diesel,1988,272614,582,34
BMW,X3,3.0,Diesel,2008,114782,15435,14
Ford,Mondeo,1.8,Diesel,1993,237895,1323,29
Toyota,Yaris,1.4,Petrol,2018,19740,25225,4
Toyota,Prius,1.8,Hybrid,2010,99043,15725,12
VW,Passat,2.0,Diesel,2019,27123,42571,3
VW,Passat,2.0,Diesel,2000,11500,13067,22
Ford,Mondeo,1.6,Diesel,2011,71781,16024,11
Toyota,Prius,1.4,Hybrid,2021,9690,50727,1
Toyota,RAV4,1.8,Hybrid,2017,45529,42238,5
Ford,Focus,1.8,Diesel,2015,66714,23164,7
Toyota,RAV4,2.2,Hybrid,2008,69801,21939,14
Toyota,Prius,1.0,Hybrid,2009,62034,14158,13
Toyota,RAV4,1.8,Hybrid,2011,62417,25448,11
Toyota,Prius,1.8,Hybrid,2004,87518,11450,18
VW,Polo,1.4,Petrol,2019,32374,22254,3
BMW,M5,4.4,Petrol,2004,147208,18142,18
BMW,M5,4.0,Petrol,1988,277087,1879,34
VW,Polo,1.4,Petrol,2020,18733,25689,2
Ford,Fiesta,1.2,Petrol,2003,78025,5172,19
Porsche,718 Cayman,2.0,Petrol,1992,234356,1729,30
Porsche,Cayenne,2.6,Petrol,1984,169903,2418,38
Toyota,Prius,1.8,Hybrid,2013,50556,26682,9
Ford,Fiesta,1.0,Petrol,1999,95809,3190,23
Toyota,Prius,1.0,Hybrid,2015,37865,24550,7
BMW,M5,5.0,Petrol,1999,148444,13718,23
BMW,M5,5.0,Petrol,2006,101060,31598,16
Toyota,Prius,1.4,Hybrid,2006,67367,13244,16
Ford,Fiesta,1.2,Petrol,2005,143941,3604,17
VW,Golf,1.8,Hybrid,1986,96575,2615,36
VW,Golf,1.4,Diesel,2018,41678,24552,4
Ford,Focus,2.0,Petrol,2000,139537,5008,22
Ford,Fiesta,1.0,Petrol,2000,73482,3987,22
Ford,Focus,1.8,Diesel,2019,26389,38739,3
Ford,Fiesta,1.0,Petrol,1996,98485,2562,26
Toyota,Yaris,1.4,Petrol,2017,26861,22679,5
Porsche,911,2.6,Petrol,2018,35348,92740,4
VW,Golf,1.8,Petrol,2011,78334,13124,11
Toyota,Prius,1.8,Hybrid,2017,45389,35967,5
Ford,Fiesta,1.2,Petrol,1993,103698,2211,29
Toyota,Yaris,1.4,Hybrid,1990,205420,1179,32
VW,Polo,1.6,Petrol,2016,20857,20790,6
Toyota,RAV4,2.0,Hybrid,2014,75642,30001,8
Ford,Mondeo,1.8,Diesel,2020,25512,41235,2
Toyota,Prius,1.4,Hybrid,2014,71902,21903,8
Ford,Fiesta,1.4,Petrol,1993,233425,806,29
BMW,Z4,2.2,Petrol,1992,179024,2450,30
VW,Polo,1.2,Diesel,2009,57175,9547,13
Toyota,RAV4,2.0,Petrol,1993,136601,3923,29
VW,Passat,1.6,Diesel,2017,31101,32573,5
VW,Passat,1.4,Diesel,2004,45173,11780,18
VW,Golf,1.6,Diesel,2009,56519,13138,13
Toyota,Prius,1.8,Hybrid,2018,29167,42322,4
Ford,Focus,1.4,Petrol,2017,36811,26810,5
Ford,Focus,1.6,Diesel,1988,286898,571,34
VW,Golf,1.2,Petrol,2015,56975,16118,7
Ford,Focus,1.8,Petrol,2005,125242,7423,17
Ford,Fiesta,1.0,Petrol,2018,38351,16552,4
Ford,Mondeo,1.4,Diesel,2009,90566,11518,13
Ford,Fiesta,1.0,Petrol,2021,16149,22932,1
Toyota,Yaris,1.2,Petrol,2008,78396,8337,14
Toyota,RAV4,1.8,Petrol,2020,11295,52262,2
VW,Golf,1.2,Petrol,1994,59134,3920,28
Toyota,RAV4,2.0,Hybrid,2004,212946,5124,18
Toyota,Prius,1.8,Hybrid,2002,122825,7715,20
Toyota,RAV4,2.2,Petrol,2011,49435,25464,11
Ford,Fiesta,1.2,Petrol,1992,211081,854,30
Toyota,Prius,1.8,Hybrid,2010,65028,19912,12
Ford,Mondeo,1.6,Diesel,2002,69980,8901,20
Porsche,911,3.5,Petrol,2012,58828,62422,10
Ford,Focus,1.0,Petrol,1999,161958,2757,23
Ford,Mondeo,2.0,Petrol,2013,90145,17170,9
VW,Passat,2.0,Diesel,1997,187824,3010,25
BMW,X3,3.0,Petrol,1989,230058,1566,33
Ford,Mondeo,1.6,Diesel,2013,57909,20056,9
VW,Passat,2.0,Diesel,1993,196908,2129,29
Ford,Mondeo,2.0,Diesel,1989,108061,3194,33
Ford,Focus,1.6,Diesel,2001,160691,4229,21
BMW,X3,2.4,Petrol,2009,128658,12628,13
Ford,Fiesta,1.4,Petrol,1997,187542,1583,25
Ford,Focus,1.8,Diesel,2003,88352,8975,19
Ford,Fiesta,1.0,Hybrid,2001,177642,2284,21
Porsche,718 Cayman,2.0,Petrol,2020,9974,60678,2
Ford,Fiesta,1.0,Petrol,1997,235709,871,25
VW,Golf,1.2,Hybrid,2005,173477,4122,17
VW,Passat,2.0,Diesel,2021,16327,51641,1
Porsche,718 Cayman,4.0,Petrol,1996,94251,10225,26
VW,Polo,1.6,Petrol,2009,54117,10705,13
Toyota,Prius,1.8,Hybrid,1987,261373,855,35
Ford,Mondeo,1.4,Petrol,1995,103712,3921,27
Toyota,Prius,1.0,Hybrid,2014,67330,19085,8
VW,Golf,1.4,Diesel,2007,106756,7595,15
Ford,Mondeo,1.4,Diesel,1992,108878,3244,30
Porsche,911,2.6,Petrol,2000,111715,16693,22
Ford,Focus,2.0,Petrol,1987,104824,2752,35
Ford,Fiesta,1.2,Petrol,2016,48999,14875,6
Toyota,Yaris,1.0,Petrol,1994,207496,1065,28
BMW,M5,4.4,Petrol,2015,57963,72663,7
Ford,Fiesta,1.2,Hybrid,2003,124578,4412,19
BMW,X3,3.0,Diesel,1990,290242,1004,32
Ford,Mondeo,1.4,Diesel,1996,156911,2898,26
Ford,Focus,2.0,Petrol,2010,72408,16041,12
Ford,Mondeo,2.0,Diesel,2000,229393,2404,22
Toyota,Prius,1.8,Hybrid,2009,84165,16360,13
Porsche,718 Cayman,2.0,Petrol,1995,122848,5462,27
Ford,Mondeo,1.4,Diesel,2014,83538,16891,8
VW,Golf,1.6,Diesel,1988,235313,776,34
VW,Golf,1.8,Petrol,2016,41886,23175,6
Ford,Focus,2.0,Petrol,2003,143428,5928,19
BMW,X3,2.4,Petrol,1998,102710,7388,24
Toyota,Prius,1.0,Hybrid,1992,132172,2744,30
VW,Polo,1.2,Petrol,1985,168540,795,37
Toyota,RAV4,2.2,Hybrid,1996,198130,3595,26
VW,Golf,1.2,Diesel,1991,146532,1774,31
Toyota,RAV4,2.0,Hybrid,2006,118989,12853,16
Toyota,Yaris,1.2,Petrol,2011,66344,11044,11
BMW,X3,3.0,Diesel,1996,211783,3091,26
VW,Golf,1.8,Diesel,2013,33689,20916,9
VW,Polo,1.0,Petrol,2003,108030,3908,19
Ford,Focus,1.4,Diesel,2000,142326,4302,22
Ford,Mondeo,1.6,Diesel,1998,223619,1983,24
VW,Golf,2.0,Petrol,2018,50257,26517,4
Ford,Mondeo,1.6,Diesel,2007,102947,9852,15
VW,Golf,1.8,Petrol,1993,245993,992,29
Toyota,Yaris,1.2,Petrol,2000,218448,1578,22
Ford,Fiesta,1.2,Petrol,2006,81233,6179,16
VW,Polo,1.2,Petrol,1986,170576,835,36
Ford,Mondeo,1.6,Petrol,2005,140834,6130,17
BMW,X3,2.4,Diesel,1993,218767,2126,29
Toyota,Prius,1.0,Hybrid,1998,122041,4431,24
VW,Polo,1.4,Petrol,2010,62634,10135,12
BMW,M5,4.0,Petrol,2005,101822,26292,17
VW,Golf,1.4,Petrol,2017,36066,22619,5
Toyota,Yaris,1.2,Hybrid,1997,160958,2554,25
Ford,Fiesta,1.0,Petrol,2001,112954,3211,21
Ford,Focus,1.4,Diesel,2019,23324,34758,3
Porsche,718 Cayman,4.0,Petrol,1997,138425,7809,25
BMW,M5,5.0,Petrol,1995,147188,10615,27
Ford,Mondeo,1.8,Petrol,2006,118382,8290,16
Ford,Mondeo,2.0,Diesel,2014,61295,23451,8
Ford,Focus,1.4,Petrol,2015,48670,21839,7
VW,Golf,1.4,Hybrid,2011,83883,13366,11
Ford,Focus,1.6,Diesel,2002,180980,3807,20
VW,Golf,1.6,Petrol,1990,151642,1751,32
Ford,Focus,1.6,Petrol,2018,45172,29136,4
BMW,X3,2.0,Diesel,2009,67194,18907,13
Ford,Focus,2.0,Petrol,2005,86608,10423,17
Toyota,RAV4,2.2,Hybrid,1995,187237,3699,27
Ford,Mondeo,1.8,Diesel,2016,43199,28479,6
VW,Passat,2.0,Diesel,1994,80563,5739,28
VW,Polo,1.0,Petrol,2007,71820,6599,15
Ford,Fiesta,1.0,Petrol,1995,142520,1708,27
Porsche,Cayenne,4.0,Diesel,1990,198264,3678,32
Toyota,Yaris,1.2,Petrol,2012,56911,12551,10
Toyota,Prius,1.0,Hybrid,2006,92513,9411,16
Ford,Fiesta,1.2,Hybrid,1993,156413,1754,29
VW,Passat,1.6,Petrol,2008,74402,12969,14
Ford,Fiesta,1.0,Petrol,2002,136582,2857,20
BMW,Z4,2.0,Petrol,2001,171463,4540,21
Ford,Fiesta,1.2,Petrol,1984,19500,2093,38
VW,Polo,1.4,Petrol,1993,121059,2150,29
BMW,M5,5.0,Petrol,2008,88533,39517,14
Porsche,911,2.2,Petrol,2012,72234,45310,10
Ford,Focus,1.8,Hybrid,1987,286095,653,35
Toyota,Prius,1.0,Hybrid,1987,303721,427,35
Toyota,Prius,1.8,Hybrid,1991,189089,2145,31
VW,Passat,1.6,Diesel,2014,64559,21694,8
VW,Polo,2.0,Petrol,1999,154494,2936,23
Ford,Fiesta,1.2,Petrol,2002,126592,3386,20
Ford,Mondeo,1.8,Diesel,1999,201504,2739,23
Toyota,Yaris,1.2,Petrol,2009,108470,7182,13
Toyota,RAV4,2.2,Petrol,1986,221759,1246,36
VW,Passat,1.6,Diesel,2017,17838,35089,5
Ford,Focus,1.0,Petrol,2008,132802,6369,14
Ford,Fiesta,1.0,Petrol,2012,95494,7607,10
VW,Golf,1.4,Petrol,2014,78290,14141,8
Toyota,Yaris,1.4,Hybrid,2004,35707,10870,18
Toyota,Yaris,1.2,Hybrid,2014,56821,17219,8
VW,Passat,2.0,Diesel,2002,148076,5871,20
Ford,Fiesta,1.0,Petrol,1994,114402,1992,28
Porsche,Cayenne,3.5,Petrol,1990,229826,2470,32
VW,Passat,2.0,Diesel,2009,82036,15444,13
Ford,Mondeo,1.6,Diesel,2018,34419,32327,4
Toyota,Prius,1.0,Hybrid,2003,100487,7273,19
Ford,Focus,1.6,Petrol,2008,24815,16856,14
Toyota,Yaris,1.0,Hybrid,2016,54639,18212,6
Toyota,RAV4,2.4,Hybrid,2015,58793,39275,7
VW,Golf,1.6,Diesel,2018,20670,29632,4
Toyota,Yaris,1.4,Hybrid,2016,50539,22111,6
Ford,Mondeo,1.4,Diesel,1996,270978,1049,26
Toyota,Prius,1.8,Hybrid,2010,32558,24347,12
Toyota,Yaris,1.4,Petrol,2011,61035,12350,11
VW,Golf,1.8,Hybrid,1997,56732,7146,25
Toyota,Prius,1.4,Hybrid,2003,97646,8785,19
Ford,Focus,1.0,Diesel,2004,131464,5176,18
Ford,Fiesta,1.2,Petrol,1999,96315,3482,23
Toyota,RAV4,2.0,Petrol,2007,129132,10583,15
Ford,Mondeo,1.4,Diesel,2005,128672,6631,17
Ford,Fiesta,1.0,Petrol,1998,101373,2866,24
VW,Passat,1.8,Diesel,1994,129343,3795,28
Toyota,Prius,1.4,Hybrid,2010,55789,18641,12
Ford,Focus,1.8,Petrol,2003,193655,3683,19
VW,Passat,2.0,Diesel,2004,99230,9791,18
BMW,Z4,2.2,Petrol,2018,16304,44529,4
VW,Polo,1.0,Petrol,1999,241749,966,23
Ford,Fiesta,1.0,Petrol,1997,235698,871,25
VW,Polo,2.0,Petrol,1999,142766,3231,23
VW,Golf,1.6,Hybrid,2014,59186,20600,8
VW,Polo,1.0,Petrol,2008,118409,5042,14
Ford,Fiesta,1.2,Petrol,2001,124503,3220,21
Toyota,RAV4,2.4,Hybrid,2007,98910,17490,15
Ford,Fiesta,1.2,Petrol,2000,127678,2939,22
Ford,Mondeo,1.6,Diesel,2017,11510,34359,5
VW,Golf,1.6,Diesel,2005,108612,7008,17
VW,Polo,1.2,Petrol,2012,48436,11733,10
Ford,Mondeo,1.4,Diesel,1989,194919,1314,33
Toyota,Prius,1.8,Hybrid,1990,287221,819,32
Toyota,Prius,1.8,Hybrid,2004,90608,11201,18
VW,Polo,2.0,Petrol,1995,119348,2976,27
Ford,Mondeo,1.6,Diesel,1997,145662,3632,25
VW,Polo,1.4,Petrol,2013,52764,13186,9
Ford,Mondeo,1.6,Diesel,1992,40174,5520,30
Ford,Mondeo,1.8,Diesel,1998,57555,7843,24
Toyota,RAV4,2.0,Hybrid,2002,120926,9699,20
Ford,Mondeo,1.8,Diesel,2005,134630,7174,17
VW,Polo,1.0,Diesel,1992,255544,560,30
VW,Passat,1.4,Diesel,1986,232842,810,36
Ford,Mondeo,1.4,Diesel,2018,42843,28760,4
VW,Polo,1.6,Petrol,2019,34487,23499,3
VW,Passat,2.0,Diesel,2005,111996,9520,17
VW,Passat,1.6,Diesel,2008,118104,9928,14
Toyota,Yaris,1.0,Petrol,1994,213568,1008,28
Toyota,Prius,1.8,Hybrid,1990,207059,1714,32
Toyota,Prius,1.4,Hybrid,2003,139291,6388,19
Ford,Mondeo,1.6,Diesel,1991,16000,5927,31
BMW,Z4,2.4,Petrol,2007,103802,12719,15
BMW,M5,5.0,Petrol,2010,50973,58012,12
Ford,Focus,1.6,Petrol,2010,65641,15009,12
Ford,Focus,1.6,Diesel,2014,38736,24359,8
Porsche,Cayenne,4.0,Petrol,1995,175229,5968,27
Ford,Mondeo,1.4,Diesel,2015,45484,23171,7
Toyota,Yaris,1.0,Petrol,1998,158081,2127,24
Ford,Focus,2.0,Diesel,2010,58484,18459,12
Toyota,Yaris,1.2,Petrol,2013,59831,13167,9
Toyota,RAV4,2.2,Hybrid,1992,91216,6512,30
Toyota,RAV4,2.2,Hybrid,2011,69066,26928,11
Toyota,RAV4,2.0,Hybrid,2014,80032,29112,8
Toyota,Prius,1.4,Hybrid,1995,180499,2660,27
Ford,Fiesta,1.0,Diesel,2016,33005,15696,6
VW,Passat,1.8,Petrol,2009,121097,10477,13
VW,Golf,1.6,Petrol,2014,60756,16993,8
Toyota,Yaris,1.4,Petrol,1995,196045,1490,27
Porsche,718 Cayman,4.0,Petrol,2015,63825,44734,7
Ford,Mondeo,1.8,Diesel,2013,50076,22351,9
BMW,Z4,2.4,Petrol,1999,123671,6419,23
Toyota,Yaris,1.0,Petrol,2022,5808,29975,0
Ford,Focus,1.4,Petrol,2004,91380,7886,18
Ford,Mondeo,1.4,Diesel,2016,38491,25836,6
Toyota,Prius,1.8,Hybrid,2018,28261,42542,4
VW,Passat,1.4,Diesel,1997,222110,1858,25
Ford,Focus,1.6,Diesel,2013,29329,24076,9
Toyota,RAV4,2.2,Hybrid,2020,12580,68863,2
Toyota,Yaris,1.4,Hybrid,1993,204374,1454,29
Ford,Focus,1.0,Petrol,2006,100654,7122,16
Toyota,Prius,1.0,Hybrid,1991,241632,999,31
Porsche,718 Cayman,2.0,Petrol,2008,103221,15073,14
VW,Polo,1.6,Petrol,1991,215069,913,31
Toyota,Prius,1.0,Hybrid,1993,194654,1740,29
Porsche,911,2.6,Petrol,1997,244971,4404,25
VW,Golf,1.8,Petrol,2004,102741,6917,18
BMW,X3,2.4,Diesel,2001,141694,7013,21
Ford,Fiesta,1.2,Petrol,1990,102305,1829,32
VW,Polo,1.6,Petrol,1997,154996,2289,25
Toyota,Prius,1.4,Hybrid,2015,25427,31215,7
Porsche,Cayenne,2.6,Petrol,2004,83776,17921,18
Ford,Focus,1.8,Petrol,2019,35484,35009,3
VW,Polo,1.2,Petrol,1992,115948,1937,30
Ford,Mondeo,1.6,Diesel,1989,206075,1273,33
VW,Polo,1.6,Petrol,2007,83396,7711,15
Ford,Focus,1.6,Diesel,2004,175896,4544,18
VW,Passat,1.4,Petrol,2019,38784,31697,3
Toyota,RAV4,2.4,Hybrid,2002,102878,12173,20
Toyota,Prius,1.8,Hybrid,1995,178792,3061,27
Ford,Fiesta,1.0,Petrol,2017,51759,14267,5
BMW,X3,2.0,Diesel,2015,35568,34375,7
VW,Polo,1.0,Petrol,1993,135281,1626,29
Ford,Focus,1.6,Diesel,1993,138400,2976,29
VW,Golf,1.8,Petrol,1987,239594,705,35
Toyota,Prius,1.4,Hybrid,1994,167900,2770,28
Ford,Mondeo,1.4,Hybrid,2012,75563,17849,10
VW,Golf,2.0,Diesel,2002,93328,7175,20
VW,Passat,1.6,Diesel,2006,29480,15791,16
Ford,Fiesta,1.2,Petrol,1997,104085,2879,25
Toyota,RAV4,2.4,Hybrid,1994,105957,6980,28
VW,Polo,2.0,Petrol,2014,72792,14785,8
VW,Passat,1.8,Petrol,2015,30697,28864,7
VW,Passat,1.4,Diesel,2002,112202,6511,20
Ford,Focus,1.6,Petrol,2014,58355,20547,8
Ford,Focus,1.0,Petrol,1996,80691,4215,26
VW,Polo,1.6,Petrol,2007,155881,4426,15
Ford,Fiesta,1.0,Petrol,2002,159020,2380,20
Ford,Focus,1.6,Diesel,2014,50784,22633,8
Toyota,Prius,1.4,Hybrid,2015,52789,26515,7
VW,Polo,2.0,Petrol,2014,81500,13931,8
VW,Polo,1.4,Petrol,2001,54320,5867,21
BMW,M5,4.0,Petrol,2001,216712,7796,21
BMW,M5,5.0,Petrol,1998,215120,7239,24
BMW,X3,2.0,Diesel,2012,7294,32910,10
VW,Golf,1.2,Petrol,2004,117109,5071,18
Ford,Focus,1.8,Petrol,1991,149615,2403,31
Ford,Mondeo,1.4,Diesel,1998,158874,3258,24
Ford,Mondeo,1.8,Diesel,1996,165239,3066,26
VW,Golf,1.8,Petrol,2010,74712,12585,12
Porsche,Cayenne,4.0,Petrol,1999,143548,10138,23
VW,Golf,1.6,Petrol,2018,31139,26601,4
Ford,Fiesta,1.2,Petrol,1997,192850,1400,25
VW,Golf,1.4,Diesel,2019,18771,29939,3
Ford,Focus,1.0,Petrol,1995,152713,2280,27
Ford,Fiesta,1.0,Hybrid,1990,207054,848,32
BMW,M5,4.0,Petrol,1998,213648,6561,24
VW,Polo,1.4,Petrol,2005,134045,4324,17
Toyota,Yaris,1.0,Petrol,2005,43510,7810,17
Ford,Focus,1.6,Petrol,1999,196630,2591,23
Toyota,Yaris,1.2,Petrol,2012,61592,12178,10
Ford,Mondeo,1.6,Diesel,1991,158221,2196,31
Ford,Mondeo,1.4,Diesel,2011,61488,16044,11
Toyota,RAV4,2.2,Petrol,2005,107785,11439,17
VW,Polo,1.2,Petrol,2005,124128,4327,17
Porsche,Cayenne,3.5,Diesel,1995,242810,3215,27
Toyota,Yaris,1.4,Petrol,2002,118801,4498,20
VW,Polo,1.0,Petrol,2005,67372,5949,17
Ford,Mondeo,2.0,Diesel,2020,16066,45791,2
BMW,Z4,2.0,Petrol,2016,41052,32259,6
Toyota,Yaris,1.2,Petrol,2002,146479,3347,20
Ford,Mondeo,1.8,Diesel,2003,100892,8125,19
Ford,Fiesta,1.4,Petrol,2009,69848,8809,13
Ford,Focus,1.6,Diesel,1992,258303,976,30
VW,Golf,2.0,Diesel,2008,115278,9101,14
VW,Passat,1.6,Petrol,1992,198784,1669,30
Porsche,911,2.2,Petrol,1999,134945,12000,23
Toyota,Yaris,1.2,Hybrid,2010,99241,9862,12
